14   1   1   1
 7   2   1   1
11   2   1   1
 4   3   1   1
 9   3   1   1
 3   4   1   1
 9   4   1   1
32   5   1   1
 8   6   1   1
 2   7   1   1
12   7   1   1
26   7   1   1
42   7   1   1
44   7   1   1
 6   8   1   1
 3   9   1   1
 4   9   1   1
14  10   1   1
15  10   1   1
33  10   1   1
 1  11   1   1
 2  11   1   1
10  11   1   1
14  11   1   1
15  11   1   1
16  11   1   1
19  11   1   1
30  11   1   1
 1  14   1   1
10  15   1   1
11  15   1   1
16  15   1   1
11  16   1   1
15  16   1   1
22  17   1   1
24  17   1   1
17  18   1   1
35  18   1   1
17  19   1   1
18  19   1   1
24  19   1   1
17  21   1   1
22  21   1   1
24  21   1   1
31  21   1   1
32  21   1   1
17  22   1   1
21  22   1   1
24  22   1   1
25  22   1   1
43  22   1   1
24  23   1   1
17  24   1   1
19  24   1   1
23  24   1   1
31  25   1   1
19  26   1   1
29  26   1   1
30  26   1   1
28  27   1   1
27  28   1   1
26  29   1   1
27  29   1   1
30  29   1   1
19  30   1   1
27  30   1   1
29  30   1   1
33  30   1   1
22  31   1   1
25  31   1   1
32  31   1   1
34  31   1   1
37  31   1   1
 5  32   1   1
25  32   1   1
31  32   1   1
37  32   1   1
10  33   1   1
29  33   1   1
30  33   1   1
22  34   1   1
37  34   1   1
18  35   1   1
38  36   1   1
41  36   1   1
32  37   1   1
34  37   1   1
36  38   1   1
41  38   1   1
43  39   1   1
45  40   1   1
46  40   1   1
36  41   1   1
38  41   1   1
 7  42   1   1
12  42   1   1
44  42   1   1
39  43   1   1
 7  44   1   1
12  44   1   1
26  44   1   1
42  44   1   1
40  45   1   1
46  45   1   1
40  46   1   1
45  46   1   1
48  46   1   1
49  46   1   1
40  47   1   1
45  47   1   1
49  48   1   1
46  49   1   1
48  49   1   1
10   1   1   2
11   1   1   2
14   1   1   2
 4   3   1   2
 9   3   1   2
 3   4   1   2
 5   4   1   2
17   4   1   2
34   4   1   2
17   5   1   2
 8   6   1   2
35   6   1   2
26   7   1   2
44   7   1   2
 6   8   1   2
 3   9   1   2
 1  10   1   2
11  10   1   2
14  10   1   2
33  10   1   2
10  11   1   2
14  11   1   2
 1  14   1   2
10  14   1   2
12  15   1   2
16  15   1   2
36  15   1   2
42  15   1   2
26  16   1   2
44  16   1   2
 5  17   1   2
22  17   1   2
24  17   1   2
27  17   1   2
11  19   1   2
21  19   1   2
23  19   1   2
30  19   1   2
41  19   1   2
37  21   1   2
17  22   1   2
24  22   1   2
50  23   1   2
17  24   1   2
25  24   1   2
28  24   1   2
 2  26   1   2
11  26   1   2
12  26   1   2
16  26   1   2
42  26   1   2
25  27   1   2
28  27   1   2
24  28   1   2
25  28   1   2
27  28   1   2
35  28   1   2
30  29   1   2
33  29   1   2
11  30   1   2
19  30   1   2
29  30   1   2
33  30   1   2
36  30   1   2
41  30   1   2
21  31   1   2
32  31   1   2
37  31   1   2
17  32   1   2
25  32   1   2
31  32   1   2
37  32   1   2
 1  33   1   2
10  33   1   2
29  33   1   2
37  34   1   2
39  34   1   2
18  35   1   2
37  35   1   2
15  36   1   2
19  36   1   2
41  36   1   2
31  37   1   2
32  37   1   2
36  38   1   2
34  39   1   2
43  39   1   2
21  40   1   2
45  40   1   2
46  40   1   2
47  40   1   2
19  41   1   2
30  41   1   2
36  41   1   2
38  41   1   2
12  42   1   2
16  42   1   2
26  42   1   2
29  42   1   2
34  43   1   2
39  43   1   2
12  44   1   2
40  45   1   2
46  45   1   2
47  45   1   2
40  46   1   2
45  46   1   2
47  46   1   2
48  46   1   2
49  46   1   2
40  47   1   2
45  47   1   2
46  47   1   2
49  48   1   2
46  49   1   2
48  49   1   2
10   1   1   3
11   1   1   3
14   1   1   3
23   2   1   3
 9   3   1   3
34   3   1   3
 3   4   1   3
32   4   1   3
34   4   1   3
17   5   1   3
32   5   1   3
24   6   1   3
 2   7   1   3
26   7   1   3
42   7   1   3
44   7   1   3
25   8   1   3
 1  10   1   3
11  10   1   3
14  10   1   3
33  10   1   3
 1  11   1   3
10  11   1   3
14  11   1   3
33  11   1   3
10  12   1   3
15  12   1   3
 1  14   1   3
10  14   1   3
11  14   1   3
11  15   1   3
12  15   1   3
29  15   1   3
33  15   1   3
36  15   1   3
 7  16   1   3
26  16   1   3
44  16   1   3
 5  17   1   3
29  19   1   3
30  19   1   3
36  19   1   3
31  21   1   3
37  21   1   3
