 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
 4 9 4 3 4 0 4 4 0 3 0 4 4 4 4 1 4 0 0 4 4 4 4 4 3 4 4 4 4 4 4 0
 0 4 9 3 3 0 4 0 0 3 0 0 0 4 3 4 0 0 0 3 0 0 3 3 3 0 4 0 0 3 0 4
 0 4 3 9 3 4 4 4 0 4 0 4 2 4 3 4 4 0 4 2 4 4 3 4 3 4 3 4 4 2 4 3
 0 4 9 9 9 4 4 4 0 4 0 9 4 4 9 4 4 0 4 9 9 4 9 4 4 0 4 0 4 9 4 9
 0 0 4 0 4 9 4 0 0 4 0 4 4 0 4 4 4 0 4 0 0 0 4 4 0 0 4 4 4 4 4 4
 4 0 3 0 3 0 9 4 0 2 4 4 3 2 3 3 4 0 0 4 3 4 3 2 4 4 4 0 0 3 4 4
 0 0 4 4 0 0 4 9 0 3 0 0 4 4 4 4 2 0 4 4 4 2 4 4 4 4 4 4 0 4 2 4
 1 0 0 0 0 0 4 0 9 4 1 4 0 0 0 0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0 4
 4 3 3 0 3 0 2 3 0 9 0 3 4 3 3 3 3 0 0 4 3 3 3 3 4 4 4 4 4 3 3 0
 3 0 0 0 0 0 4 0 4 0 9 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
 3 0 0 0 0 0 5 0 0 4 0 9 0 4 0 0 0 0 4 0 3 0 4 4 0 3 4 4 0 0 0 0
 0 4 4 1 2 4 3 4 0 4 0 4 9 4 2 4 5 0 4 1 4 4 4 4 2 4 4 4 4 1 4 3
 0 0 4 4 4 4 3 4 0 4 0 3 0 9 0 4 4 0 4 4 2 4 0 3 0 3 4 4 4 4 0 0
 0 3 2 2 2 2 3 3 4 3 4 4 2 4 9 3 3 0 3 2 4 4 3 4 2 4 3 4 3 2 4 2
 4 2 4 3 4 4 3 4 4 3 4 4 3 4 4 9 4 0 4 4 4 4 4 0 4 4 4 4 4 3 4 4
 0 0 3 4 4 0 4 2 0 2 0 5 3 3 4 4 9 0 4 4 4 2 4 4 0 3 4 4 0 4 2 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 9 0 4 4 0 4 0 0 2 3 2 4 0 3
 0 0 3 1 2 4 4 4 0 3 0 4 1 4 1 4 4 0 3 9 4 0 3 4 2 4 2 3 2 1 4 2
 4 0 4 4 4 0 3 4 3 4 4 3 0 2 0 0 4 0 4 4 9 4 4 4 0 2 5 4 4 4 4 0
 3 0 4 0 0 4 4 2 4 2 3 4 0 4 3 0 2 0 4 4 4 9 4 4 0 3 4 4 4 4 2 4
 4 4 1 3 2 3 3 4 4 3 3 3 3 4 3 4 4 4 3 3 4 4 9 2 3 3 4 4 4 2 4 2
 0 0 3 0 0 4 3 0 0 3 0 4 0 4 0 0 0 0 4 4 0 4 3 9 0 4 4 4 0 4 0 4
 0 4 4 3 3 0 4 4 0 4 0 0 3 4 2 4 4 0 0 3 0 0 4 4 9 0 4 0 0 3 0 2
 4 4 0 0 0 0 4 4 0 4 0 2 0 2 0 4 4 0 4 0 2 3 0 4 0 9 4 4 4 4 0 4
 4 4 3 3 3 2 4 4 4 4 4 4 3 4 4 4 4 4 1 2 3 4 3 3 3 4 9 1 1 2 4 2
 4 0 0 3 0 3 0 0 0 4 4 4 4 4 4 0 0 0 3 3 4 0 0 4 0 4 2 9 2 3 0 4
 4 0 0 3 4 2 4 4 0 4 4 4 4 4 0 4 0 0 2 2 4 3 4 3 0 4 1 1 9 2 4 4
 0 4 3 1 3 4 3 4 4 3 0 4 1 3 3 3 4 0 3 1 4 4 4 4 2 4 2 3 3 9 4 3
 0 4 0 0 0 0 4 2 0 2 0 0 0 4 4 0 2 0 0 4 4 2 4 4 0 4 4 5 4 4 9 0
 4 4 4 3 3 4 4 4 4 4 4 4 3 4 3 4 0 0 2 3 4 4 3 4 2 4 3 4 4 3 4 9
