 9 0 0 0 0 0 4 0 2 0 2 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
 4 9 4 3 4 4 4 4 0 3 0 4 4 4 4 1 4 0 4 4 4 4 4 4 3 4 4 4 4 3 4 0
 0 4 9 3 3 0 3 0 0 3 0 0 0 4 3 4 0 0 0 3 0 0 3 3 3 0 3 0 0 3 0 3
 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
 0 0 4 0 4 9 4 0 0 4 0 4 4 0 4 4 4 0 4 4 0 4 4 4 0 0 3 3 3 4 4 4
 4 4 3 3 3 4 9 3 0 2 3 4 3 2 4 3 3 0 4 3 3 3 3 3 4 3 4 0 4 3 3 3
 0 4 4 4 0 0 4 9 0 2 4 0 4 4 4 4 2 0 4 4 4 2 4 4 4 4 4 4 0 4 1 4
 1 0 0 0 0 0 3 0 9 4 1 3 0 0 0 0 0 0 3 0 3 4 0 5 0 3 0 0 0 0 0 3
 4 3 3 0 4 4 2 3 0 9 4 3 4 3 4 3 4 0 4 4 3 3 4 3 4 3 4 4 4 3 6 0
 2 0 0 0 0 0 4 0 3 0 9 4 0 0 0 0 0 0 4 0 4 0 0 0 0 0 0 0 0 0 0 0
 4 0 0 0 0 0 5 0 0 4 0 9 0 4 0 0 0 0 4 0 3 0 4 4 0 3 4 4 0 0 0 0
 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
 4 4 4 4 4 4 2 4 0 3 0 2 0 9 0 4 4 0 4 4 2 4 0 4 0 2 4 4 4 4 4 0
 0 3 2 1 2 3 3 4 4 3 4 4 2 4 9 3 4 0 4 1 4 4 3 4 1 4 4 4 4 2 4 2
 4 1 4 3 4 4 3 4 4 3 4 4 3 3 4 9 4 0 4 4 4 4 4 0 4 3 4 4 4 3 4 4
 0 3 4 4 4 4 4 2 0 3 0 4 4 3 4 4 9 0 4 4 4 2 4 4 0 4 4 4 4 4 6 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 3 0 0 0 0 0 0 0 4 0 0 0 0 9 0 4 4 0 4 0 0 2 4 2 3 0 3
 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
 4 0 4 4 4 4 3 4 3 4 4 2 4 2 4 4 4 0 4 4 9 3 4 4 0 2 5 4 3 4 4 4
 3 4 4 4 4 4 4 2 4 2 4 4 0 4 4 4 2 0 4 4 4 9 4 4 4 3 4 4 4 4 6 4
 4 4 2 4 3 4 3 4 4 3 4 3 4 4 4 4 4 4 4 4 4 4 9 2 4 4 4 4 4 4 4 3
 0 0 3 0 0 4 3 0 0 3 0 4 4 4 0 0 0 4 4 3 0 4 3 9 0 4 4 4 0 4 0 4
 4 3 3 2 4 0 4 4 0 4 0 4 3 4 2 4 4 0 0 2 0 0 4 4 9 0 4 0 0 3 4 2
 4 4 0 0 0 0 4 4 0 4 0 2 0 2 0 4 4 0 4 0 2 3 4 4 0 9 4 4 4 4 0 4
 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
 4 0 0 3 0 3 0 0 0 4 4 4 4 4 4 0 0 4 3 3 4 0 0 4 0 4 2 9 2 3 0 4
 4 4 4 3 4 1 4 4 0 4 4 4 4 4 0 4 4 0 1 1 4 4 4 3 4 4 1 1 9 1 4 4
 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
 4 4 4 3 3 4 4 4 4 4 4 4 3 4 3 4 4 0 2 3 4 4 3 4 2 4 3 4 4 3 4 9
